lote;SKU;descripción;piezas;volumen
3123837358-798374-1;798374;TRU UL C2 3660x1524x18/1RA/TA44;1;0,099
3124063695-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124072737-798479-1;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;1;0,083
3124086850-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124086906-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124087032-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124106347-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124110384-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124139039-798479-1;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;1;0,082
3124151155-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124153876-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124158031-798479-10;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;10;0,834
3124158041-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124168677-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124168727-798479-1;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;1;0,084
3124191117-798479-3;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;3;0,25
3124199528-798479-0;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;0;0,001
3124213712-798479-18;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;18;1,5
3124213717-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124213736-798479-8;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;8;0,667
3124213737-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124213741-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124213746-798479-54;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;54;4,501
3124213769-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124213772-798479-69;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;69;5,751
3124213864-798479-16;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;16;1,333
3124219128-798479-62;798479;TRU UL C2 S/F 4880x1220x14/1RA/TA69;62;5,168
3124004664-798496-0;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;0;0,001
3124054220-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124073588-798496-0;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;0;0,001
3124081809-798496-1;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;1;0,071
3124087293-798496-1;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;1;0,071
3124109971-798496-1;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;1;0,071
3124112728-798496-1;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;1;0,071
3124124494-798496-0;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;0;0,001
3124157724-798496-0;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;0;0,001
3124191272-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124191381-798496-60;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;60;4,287
3124191415-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124191423-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124191428-798496-15;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;15;1,072
3124193156-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124193163-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124193164-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124193426-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124193496-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124193506-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124195330-798496-0;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;0;0,001
3124217889-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218009-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218010-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218014-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218024-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218025-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218030-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218042-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218065-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218068-798496-18;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;18;1,286
3124218084-798496-46;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;46;3,286
3124218094-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124218114-798496-42;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;42;3,001
3124219099-798496-79;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;79;5,644
3124223173-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223174-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223177-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223178-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223181-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223182-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223185-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223186-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223189-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223190-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223200-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223687-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223688-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223689-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223690-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223691-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223701-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223702-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223713-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223720-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223724-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223729-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124223730-798496-62;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;62;4,429
3124224093-798496-78;798496;TRU UL C2 S/F 4880x1220x12/1RA/TA78;78;5,573
3124047912-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124048029-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,1
3124077626-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124086231-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124116425-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124116429-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124123671-798499-0;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;0;0,001
3124123674-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124123718-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124123764-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124154808-798499-0;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;0;0,001
3124157582-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124168222-798499-1;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;1;0,101
3124176661-798499-0;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;0;0,001
3124193903-798499-24;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;24;2,429
3124194768-798499-0;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;0;0,001
3124194834-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124211998-798499-15;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;15;1,518
3124215118-798499-30;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;30;3,036
3124215127-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124215184-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124215197-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124219698-798499-5;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;5;0,506
3124222558-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124222559-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124222567-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124222570-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124222571-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124222573-798499-54;798499;TRU UL C2 S/F 4880x1220x17/1RA/TA54;54;5,465
3124082640-798502-1;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;1;0,107
3124101749-798502-0;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;0;0,001
3124164960-798502-25;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;25;2,689
3124191870-798502-54;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;54;5,807
3124191871-798502-19;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;19;2,044
3124191875-798502-16;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;16;1,721
3124191912-798502-21;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;21;2,258
3124191913-798502-21;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;21;2,258
3124191988-798502-45;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;45;4,839
3124191989-798502-45;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;45;4,839
3124200373-798502-50;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;50;5,377
3124200380-798502-49;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;49;5,269
3124200392-798502-54;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;54;5,807
3124214482-798502-38;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;38;4,086
3124214489-798502-13;798502;TRU UL C2 S/F 5185x1220x17/1RA/TA54;13;1,398
3124168426-798511-19;798511;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;19;1,485
3124168450-798511-10;798511;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;10;0,781
3124214058-798511-44;798511;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;44;3,438
3124214178-798511-42;798511;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;42;3,282
3124214179-798511-42;798511;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;42;3,282
3124042835-798521-18;798521;TRU UL C2 S/F 4270x1220x14/1RA/TA69;18;1,312
3124172687-798521-12;798521;TRU UL C2 S/F 4270x1220x14/1RA/TA69;12;0,875
3124040017-798537-18;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;18;0,703
3124046208-798537-28;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;28;1,094
3124152581-798537-1;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;1;0,039
3124160474-798537-64;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;64;2,501
3124160488-798537-41;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;41;1,602
3124160489-798537-64;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;64;2,501
3124160496-798537-6;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;6;0,234
3124160497-798537-64;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;64;2,501
3124160504-798537-12;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;12;0,469
3124160516-798537-1;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;1;0,038
3124160549-798537-40;798537;TRU UL C2 S/F 2135x1220x15/1RA/TA64;40;1,563
3124063426-876899-54;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;54;4,34
3124063429-876899-54;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;54;4,34
3124063435-876899-6;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;6;0,482
3124063439-876899-54;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;54;4,34
3124063445-876899-54;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;54;4,34
3124063447-876899-54;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;54;4,34
3124063453-876899-14;876899;TRU UL C2 S/F 3660x1220x18/1RA/TA54;14;1,125
3124158141-888779-3;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;3;0,109
3124164466-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124164568-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124195400-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124195407-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124195419-888779-33;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;33;1,203
3124199408-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199410-888779-21;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;21;0,766
3124199411-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199412-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199413-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199419-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199420-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199421-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124199423-888779-36;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;36;1,313
3124199425-888779-69;888779;TRU UL C2 S/F 2135x1220x14/1RA/TA69;69;2,516
3124087451-891197-27;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;27;1,447
3124087461-891197-21;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;21;1,125
3124087863-891197-1;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;1;0,053
3124114942-891197-9;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;9;0,482
3124114943-891197-51;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;51;2,732
3124164223-891197-33;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;33;1,768
3124172575-891197-36;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;36;1,929
3124172584-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124172588-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124172607-891197-48;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;48;2,572
3124196385-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196386-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196387-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196391-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196396-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196397-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196401-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196402-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124196409-891197-47;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;47;2,518
3124196455-891197-78;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;78;4,179
3124219220-891197-18;891197;TRU UL C2 S/F 3660x1220x12/1RA/TA78;18;0,964
3123735724-891200-10;891200;TRU UL C2 S/F 3660x1220x15/1RA/TA64;10;0,67
3124087147-891200-42;891200;TRU UL C2 S/F 3660x1220x15/1RA/TA64;42;2,813
3124166532-891200-53;891200;TRU UL C2 S/F 3660x1220x15/1RA/TA64;53;3,55
3124170571-891201-23;891201;TRU UL C2 S/F 5185x1220x18/1RA/TA54;23;2,619
3124170577-891201-54;891201;TRU UL C2 S/F 5185x1220x18/1RA/TA54;54;6,149
3124170586-891201-8;891201;TRU UL C2 S/F 5185x1220x18/1RA/TA54;8;0,911
3124170596-891201-8;891201;TRU UL C2 S/F 5185x1220x18/1RA/TA54;8;0,911
3124198323-891201-46;891201;TRU UL C2 S/F 5185x1220x18/1RA/TA54;46;5,238
3124072176-902667-1;902667;TRU UL C2 S/F 4880x1220x20/1RA/TA48;1;0,119
3124105833-902667-1;902667;TRU UL C2 S/F 4880x1220x20/1RA/TA48;1;0,119
3124171345-902667-1;902667;TRU UL C2 S/F 4880x1220x20/1RA/TA48;1;0,119
3124048530-1069778-1;1069778;TRU UL C2 S/F 4880x1220x25/1RA/TA36;1;0,148
3124066866-1069778-1;1069778;TRU UL C2 S/F 4880x1220x25/1RA/TA36;1;0,148
3124171484-1069778-36;1069778;TRU UL C2 S/F 4880x1220x25/1RA/TA36;36;5,358
3124178482-1069778-12;1069778;TRU UL C2 S/F 4880x1220x25/1RA/TA36;12;1,786
3124178503-1069778-14;1069778;TRU UL C2 S/F 4880x1220x25/1RA/TA36;14;2,084
3123956105-1069779-0;1069779;TRU UL C2 S/F 5185x1220x25/1RA/TA38;0;0,001
3124171383-1069779-10;1069779;TRU UL C2 S/F 5185x1220x25/1RA/TA38;10;1,581
3124171384-1069779-4;1069779;TRU UL C2 S/F 5185x1220x25/1RA/TA38;4;0,633
3124171400-1069779-8;1069779;TRU UL C2 S/F 5185x1220x25/1RA/TA38;8;1,265
3124171420-1069779-26;1069779;TRU UL C2 S/F 5185x1220x25/1RA/TA38;26;4,111
3123965698-1069780-1;1069780;TRU UL C2 S/F 4880x1220x30/1RA/TA30;1;0,177
3124069986-1069780-1;1069780;TRU UL C2 S/F 4880x1220x30/1RA/TA30;1;0,178
3124088112-1069780-17;1069780;TRU UL C2 S/F 4880x1220x30/1RA/TA30;17;3,036
3124088113-1069780-8;1069780;TRU UL C2 S/F 4880x1220x30/1RA/TA30;8;1,429
3124077222-1173881-1;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;1;0,062
3124154272-1173881-4;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;4;0,25
3124172992-1173881-53;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;53;3,313
3124172994-1173881-64;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;64;4,001
3124219352-1173881-60;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;60;3,751
3124219359-1173881-64;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;64;4,001
3124219367-1173881-64;1173881;TRU UL C2 S/F 3660x1220x14/1RA/TA64;64;4,001
3124048459-1178345-1;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;1;0,126
3124066325-1178345-0;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;0;0,001
3124066337-1178345-48;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;48;6,073
3124066341-1178345-48;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;48;6,073
3124123482-1178345-29;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;29;3,669
3124157491-1178345-0;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;0;0,001
3124157492-1178345-3;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;3;0,38
3124157496-1178345-20;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;20;2,53
3124157502-1178345-48;1178345;TRU UL C2 S/F 5185x1220x20/1RA/TA48;48;6,073
3124048645-1178346-1;1178346;TRU UL C2 S/F 4880x1220x28/1RA/TA34;1;0,166
3123956019-1178347-1;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;1;0,13
3124065917-1178347-10;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;10;1,31
3124066129-1178347-44;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;44;5,763
3124066130-1178347-44;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;44;5,763
3124066138-1178347-44;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;44;5,763
3124066144-1178347-6;1178347;TRU UL C2 S/F 4880x1220x22/1RA/TA44;6;0,786
